Image,Right_Eye_Outer_x,Right_Eye_Outer_y,Right_Eye_Outer_z,Left_Eye_Outer_x,Left_Eye_Outer_y,Left_Eye_Outer_z,Right_Eye_Inner_x,Right_Eye_Inner_y,Right_Eye_Inner_z,Left_Eye_Inner_x,Left_Eye_Inner_y,Left_Eye_Inner_z,Right_Eye_Upper_Lid_x,Right_Eye_Upper_Lid_y,Right_Eye_Upper_Lid_z,Right_Eye_Lower_Lid_x,Right_Eye_Lower_Lid_y,Right_Eye_Lower_Lid_z,Left_Eye_Upper_Lid_x,Left_Eye_Upper_Lid_y,Left_Eye_Upper_Lid_z,Left_Eye_Lower_Lid_x,Left_Eye_Lower_Lid_y,Left_Eye_Lower_Lid_z,Mouth_Left_x,Mouth_Left_y,Mouth_Left_z,Mouth_Right_x,Mouth_Right_y,Mouth_Right_z,Mouth_Upper_x,Mouth_Upper_y,Mouth_Upper_z,Mouth_Lower_x,Mouth_Lower_y,Mouth_Lower_z,Forehead_Center_x,Forehead_Center_y,Forehead_Center_z,Chin_Tip_x,Chin_Tip_y,Chin_Tip_z,Nose_Tip_x,Nose_Tip_y,Nose_Tip_z,Right_Eyebrow_x,Right_Eyebrow_y,Right_Eyebrow_z,Left_Eyebrow_x,Left_Eyebrow_y,Left_Eyebrow_z
Akshay Kumar_0.jpg,0.18161542255347246,0.644805223290536,0.15635453941828323,1.1815942972363842,0.6513052377441577,0.0030142869287626433,0.4682355743493124,0.6554270164949858,0.05636629064358319,0.8582861197233099,0.6598662829721214,-0.011909111874880928,0.3015416507355019,0.6119366182831171,0.043819536620680034,0.32953906267376026,0.6724204339264449,0.061879028323887884,1.0318418976474615,0.6167031761455671,-0.07222666668183643,1.0092478572103316,0.675035182902785,-0.05106367766188954,0.36637192802622953,1.1876538068963496,0.1425272207331186,1.0572931390894535,1.191384476212365,0.04591358993632913,0.6753032281372728,1.2060910959144624,-0.10283982917217481,0.677751503442396,1.2685090132277757,-0.07487466797274155,0.6573286435445103,1.1616952261007394,-0.16590232528196194,0.6831430916995256,1.353085933609778,-0.08794008799255691,0.6241689924103176,0.6148730498206282,-0.17409903260547852,0.0642355533996133,0.5327751825770742,0.16382439733572537,1.2981418923001105,0.5308411751730407,-0.027107258553602652
Akshay Kumar_1.jpg,0.3003081428963922,0.6351786876478634,0.07364901502205559,1.2991660187439915,0.5873985258940356,0.11956507074829283,0.6135111650434482,0.6313906516974336,0.028504358372779006,0.9976915671470342,0.6156379302452126,0.04891806989036158,0.4328604480799995,0.5827094363720121,-0.016845963380022137,0.45638007919118356,0.6571572103144427,0.003103774934436482,1.1671256545560804,0.5486458788037398,0.017307884010215508,1.1538368917855668,0.624495328015063,0.0367607253693872,0.5652123268436381,1.2072732414649827,0.03827157106166531,1.136816315364927,1.171358323773307,0.06462433602986781,0.8531987585991209,1.1833858734777674,-0.11064544022423746,0.8545495905731462,1.2029512339835462,-0.09825459716997595,0.8532236423460108,1.1398039553063708,-0.17702983945371037,0.8588001274432147,1.2788217782509734,-0.10784958521359357,0.8161814722106365,0.5950416716539934,-0.16526760334567184,0.16363551954824576,0.5533305247995329,0.060408680840707586,1.4207176965219517,0.4897511950508869,0.11721597721964003
Akshay Kumar_10.jpg,0.3407026011738861,0.6701419096483885,0.005846134655182667,1.3271554257114782,0.5060967178206278,0.24879418630603983,0.6690722574096277,0.6239375045878024,0.015610873971782986,1.0509101793892213,0.563271083730072,0.12511220311271365,0.47949724789149284,0.5991064900163935,-0.055126709702469,0.5167640696133843,0.6713260445167807,-0.04160002093461586,1.2043601329603508,0.48169388932512475,0.12688296581667174,1.2036150872754485,0.5572175636299174,0.13881983624357092,0.7549383900294345,1.2714428413486383,-0.058862889055211524,1.304964636898037,1.1523451366878839,0.08595733854936585,1.0608760979274112,1.1912946713468962,-0.1395378034869407,1.0669115418228872,1.203904689115485,-0.12578184759198885,1.0633931855185867,1.1320361859869121,-0.20359269977091027,1.0865997805219314,1.2889354428476436,-0.1481751568467369,0.9014502849873391,0.5526259207176616,-0.12951470340974416,0.18743637452967535,0.5916798956703726,-0.014673441339615342,1.4061292162568768,0.39089419616488175,0.2832731121111074
Akshay Kumar_11.jpg,0.262560377980098,0.6750123424120562,0.3883048748506249,1.2623092499254478,0.6974220064880787,0.0014087541241318438,0.5259654470461317,0.6707169282727796,0.22106484866558992,0.9226052556504084,0.6793832228494344,0.047029537392958926,0.3775058601733916,0.6341461727938121,0.25659779639613794,0.37752594908936515,0.7034945988023702,0.2510693586073841,1.087687463876218,0.6459390042136526,-0.03426752206795527,1.080687167548079,0.7167244786029643,-0.036063732896496725,0.4004289608029076,1.313111886320791,0.061066610962619346,1.0107565881385308,1.329894953275247,-0.1835508441782716,0.6313845314455324,1.2530092510258601,-0.23073435341315415,0.6255378065727426,1.3460774785617107,-0.2108780543317067,0.6053646553298286,1.1681438912219835,-0.2731076434642977,0.6189540098067325,1.4558876386050241,-0.23643583223473838,0.6580547463569197,0.5788476582616999,-0.03215861437455495,0.17902981503757517,0.5332737734191983,0.48478619858132627,1.4091997223957562,0.5477130272195125,0.009016062765745042
Akshay Kumar_12.jpg,0.855664059033882,0.750024579917844,-0.1092974124335339,1.8552648744720812,0.721771973395838,0.39789393608625323,1.2163253395632265,0.751984912465407,-0.02544590430524239,1.6087755526521417,0.7407412156842408,0.2036153403722589,1.0337989844974846,0.6844969947879479,-0.12616267958223815,1.0616138715372676,0.7926072249883105,-0.1194672809487785,1.7578811864149158,0.6677323004899337,0.2538938698628064,1.7490914640131807,0.7729973540558471,0.25628407369920464,1.168114681934091,1.5655455428364071,-0.16487170105681145,1.7646404191395328,1.5239788416338702,0.14643397528253654,1.5653107960641466,1.509827818152399,-0.1579041893538282,1.5691728697883942,1.5222137289250686,-0.14900214564186823,1.5981989840829929,1.4206813651017238,-0.21429827261495157,1.573217580822733,1.6406312107425387,-0.17667611471535782,1.4967881242738772,0.6861449247549929,-0.0911208853383831,0.6974533770751232,0.600870204743504,-0.15108835113722638,1.918566432345475,0.5904961640474454,0.4678824406925353
Akshay Kumar_13.jpg,0.3986120901559776,0.6467747078726165,0.13517582646447115,1.3973144427904503,0.5958472021181693,0.2740420704002552,0.7142343551823358,0.6234997745424647,0.11426277119196422,1.110749693533597,0.6057089955458598,0.176529681979745,0.5504553935011557,0.5950586917926547,0.0696465871994935,0.5544658965133026,0.6625523384381489,0.06370316402200256,1.2644302850459443,0.561731540382288,0.17454047258029406,1.2713307788859267,0.6266680965112884,0.16843544025130464,0.6662080945560223,1.1824061072540961,-0.12330330806323028,1.2591456817512985,1.1531621389380542,-0.03061156677192137,0.9820845743655869,1.0874018436863873,-0.2433157263157338,0.9975836373552508,1.21962927990761,-0.21406653278883925,0.9861898404777237,1.01311513921048,-0.2815435107752783,1.0075196713353285,1.318619835555732,-0.23748545496104143,0.9377152047445718,0.53163120493011,-0.022701770848972177,0.2645395161295624,0.5315556876293696,0.17971441252925555,1.4926561462192012,0.46729410579640485,0.35027853511584955
Akshay Kumar_14.jpg,0.22141042375347492,0.5816725582106234,0.3677854790136084,1.2193196516843405,0.6463036096520478,-0.008665876808951726,0.48601008233867804,0.590145439339389,0.20510385272616005,0.876236143907507,0.6183079614312699,0.03599426508467704,0.33446225332300294,0.551835499515792,0.23752677121767843,0.340078776642921,0.6161559947826939,0.23544095324510814,1.0442188881943808,0.5917587291204123,-0.04558436374976085,1.0332565503991387,0.6608235866380152,-0.04331294735058877,0.3543799622710399,1.2519676865067118,0.07082806233586071,0.9588225814223117,1.2946804400387653,-0.16678317362548245,0.5858986943398197,1.2084943549708633,-0.21252392892129396,0.5801578325922542,1.287312162737133,-0.1978643940413869,0.5616364141430765,1.123711992245101,-0.25888488735128135,0.5720539609301947,1.3981598446307977,-0.22038739890107278,0.6162934048212174,0.5110547089879738,-0.04597040781824125,0.13305566356664342,0.43965082374518566,0.4553143558503729,1.370326695508128,0.49318929565558306,-0.008729308546683787
Akshay Kumar_15.jpg,0.2942740157823451,0.6895100389734887,0.11828444150989118,1.2882439987184409,0.5798575286419092,0.22563610798076583,0.6074367758408674,0.656047163244687,0.08990821095278098,0.9935444569879779,0.61543673100315,0.1379355082833226,0.4330598785360815,0.6265199816755662,0.04475041505030979,0.4542799970895532,0.6936588568447228,0.04719818729238841,1.1488339639031326,0.5488765749713004,0.12547763131563835,1.153706998367654,0.6162414161068025,0.12672519384087808,0.5563444663788548,1.217421993733852,-0.03231754019711702,1.2694161950296114,1.122809687697359,0.03917225903052584,0.9287307033128835,1.1386173008883678,-0.197861100568307,0.9438137632222772,1.2260147608448804,-0.17953024885144026,0.9246195464360404,1.082618721014038,-0.24536991591077575,0.9629131300967146,1.3115218601352991,-0.21676102770680333,0.8095940194730258,0.5742938502202244,-0.08227854080367636,0.14889935484516995,0.605165332085937,0.13585760019401213,1.373481458756554,0.4656943085849484,0.2690120019509101
Akshay Kumar_16.jpg,0.23863967058002145,0.8018243312864793,0.20458200743131524,1.2256991993349697,0.6414700775416552,-0.13413655719451378,0.512576525252964,0.7793403795074341,0.05150957824099163,0.884264444191939,0.7215542234744304,-0.10096796861397636,0.3342516064420317,0.7415122245484743,0.06274433427525948,0.3788318779957497,0.8222774389952685,0.08769546578802646,1.0632643857315554,0.6232570952401161,-0.19420498369637634,1.047248884458565,0.7116267200732074,-0.16311832472266913,0.594557644295009,1.3726951284417075,0.24433423357309916,1.2354952069051592,1.2585962606301715,0.03603256683579408,0.8333938568786401,1.3409277653205083,-0.06786103894682073,0.861604300954563,1.4597988090098568,-0.0011185377622347512,0.7883491394586608,1.3037351735448772,-0.1370475218629171,0.8912121851264614,1.5521808920171623,0.009193039165636687,0.6230793923354517,0.7371877606667997,-0.23216352789173242,0.11199601411952331,0.720873532821995,0.21365153562219144,1.3341694409997364,0.5064831833388025,-0.2040081166564248
Akshay Kumar_17.jpg,0.6454555322392952,0.7392879935464683,-0.18449588878541454,1.6426241952971754,0.6640905373703474,0.3039301544766236,1.0111371194009169,0.7279215130850586,-0.10945342500681594,1.3758100843151804,0.7003254084334335,0.11058464060983766,0.8085889056112677,0.6745871748764876,-0.22358971379086026,0.8485548421841383,0.7639586481090251,-0.19376118610236023,1.5415742870551146,0.6215477834171172,0.14462830402095453,1.5207028378740257,0.7144851345917219,0.1686268516673613,0.9235671687407813,1.4220042442471839,-0.057082316425741006,1.4888525012974902,1.3586606805332704,0.23762666320268244,1.2934548443454064,1.3993845237490758,-0.06985518020165958,1.2933994195693959,1.4086122055746557,-0.05521382564511926,1.3280193648059821,1.3468842197434305,-0.1432564457231689,1.294465748789424,1.5033179331320872,-0.05609404716138688,1.2864012265278435,0.6762768698125861,-0.20191840901871896,0.4852788533154164,0.625058236583174,-0.2638610028429374,1.7483043545327666,0.5483786023528997,0.33673352551046
